Customer ID,Recency,Frequency,Monetary,Cluster,Segment
12399.0,119,7,1962.3,1,At-Risk Customer
12400.0,414,1,205.25,0,Lost Customer
12401.0,303,1,84.3,0,Lost Customer
12402.0,323,6,1256.9,0,Lost Customer
12403.0,50,2,1019.36,1,At-Risk Customer
12404.0,682,1,63.24,0,Lost Customer
12405.0,149,1,1710.39,1,At-Risk Customer
12406.0,22,5,6390.36,1,At-Risk Customer
12407.0,50,5,1708.1200000000001,1,At-Risk Customer
12408.0,33,8,4340.7699999999995,1,At-Risk Customer
12409.0,79,7,23419.29,1,At-Risk Customer
12410.0,309,3,1013.71,0,Lost Customer
12411.0,410,1,346.9,0,Lost Customer
12412.0,75,6,2596.93,1,At-Risk Customer
12413.0,67,4,999.45,1,At-Risk Customer
12414.0,217,6,952.41,1,At-Risk Customer
12415.0,24,28,144458.37,2,Loyal Customer
12416.0,657,1,202.56,0,Lost Customer
12417.0,3,20,6816.91,1,At-Risk Customer
12418.0,113,4,2021.2,1,At-Risk Customer
12419.0,386,2,503.01,0,Lost Customer
12420.0,64,1,600.39,1,At-Risk Customer
12421.0,16,6,1098.6,1,At-Risk Customer
12422.0,96,17,5231.8,1,At-Risk Customer
12423.0,1,10,2622.39,1,At-Risk Customer
12424.0,163,4,3340.03,1,At-Risk Customer
12425.0,78,2,1741.41,1,At-Risk Customer
12426.0,195,2,1345.21,1,At-Risk Customer
12427.0,22,3,1129.3,1,At-Risk Customer
12428.0,26,9,7956.46,1,At-Risk Customer
12429.0,9,8,7485.91,1,At-Risk Customer
12430.0,43,1,256.4,1,At-Risk Customer
12431.0,36,27,10857.97,1,At-Risk Customer
12432.0,43,5,5059.32,1,At-Risk Customer
12433.0,1,10,20581.26,1,At-Risk Customer
12434.0,85,3,1103.43,1,At-Risk Customer
12435.0,80,6,13925.93,1,At-Risk Customer
12436.0,100,1,509.01,1,At-Risk Customer
12437.0,2,39,12683.4,1,At-Risk Customer
12438.0,14,2,2906.85,1,At-Risk Customer
12439.0,683,2,1158.18,0,Lost Customer
12440.0,462,2,859.2,0,Lost Customer
12441.0,367,1,347.1,0,Lost Customer
12442.0,3,1,172.06,1,At-Risk Customer
12443.0,732,1,485.31,0,Lost Customer
12444.0,21,5,5005.46,1,At-Risk Customer
12445.0,22,2,434.98,1,At-Risk Customer
12446.0,58,1,1002.3100000000001,1,At-Risk Customer
12447.0,243,1,476.49,1,At-Risk Customer
12448.0,44,1,449.45,1,At-Risk Customer
12449.0,22,6,4835.89,1,At-Risk Customer
12450.0,156,5,688.2,1,At-Risk Customer
12451.0,11,8,12669.88,1,At-Risk Customer
12452.0,17,2,430.57,1,At-Risk Customer
12453.0,134,1,707.09,1,At-Risk Customer
12454.0,56,5,16679.78,1,At-Risk Customer
12455.0,73,10,5879.95,1,At-Risk Customer
12456.0,44,3,3181.04,1,At-Risk Customer
12457.0,66,8,2995.91,1,At-Risk Customer
12458.0,71,4,1777.49,1,At-Risk Customer
12459.0,605,1,454.36,0,Lost Customer
12460.0,456,1,326.65,0,Lost Customer
12461.0,94,2,826.88,1,At-Risk Customer
12462.0,19,2,1189.59,1,At-Risk Customer
12463.0,53,4,1344.78,1,At-Risk Customer
12464.0,10,8,1212.05,1,At-Risk Customer
12465.0,17,2,742.1899999999999,1,At-Risk Customer
12466.0,682,1,56.73,0,Lost Customer
12467.0,423,1,132.8,0,Lost Customer
12468.0,188,5,3670.74,1,At-Risk Customer
12469.0,523,2,3070.54,0,Lost Customer
12470.0,690,1,211.95,0,Lost Customer
12471.0,2,79,39963.79,2,Loyal Customer
12472.0,32,19,17880.59,1,At-Risk Customer
12473.0,29,5,3938.5499999999997,1,At-Risk Customer
12474.0,17,31,12424.45,1,At-Risk Customer
12475.0,54,2,1149.64,1,At-Risk Customer
12476.0,16,23,14115.41,1,At-Risk Customer
12477.0,23,9,20276.37,1,At-Risk Customer
12478.0,4,1,680.99,1,At-Risk Customer
12479.0,11,1,527.2,1,At-Risk Customer
12480.0,28,7,5464.85,1,At-Risk Customer
12481.0,23,15,12361.39,1,At-Risk Customer
12482.0,576,29,23691.4,0,Lost Customer
12483.0,17,19,5120.58,1,At-Risk Customer
12484.0,33,12,6370.15,1,At-Risk Customer
12485.0,529,1,708.1,0,Lost Customer
12486.0,432,1,1037.28,0,Lost Customer
12487.0,731,1,285.29999999999995,0,Lost Customer
12488.0,10,3,1298.66,1,At-Risk Customer
12489.0,336,1,334.93,0,Lost Customer
12490.0,5,21,9823.64,1,At-Risk Customer
12491.0,39,1,460.40000000000003,1,At-Risk Customer
12492.0,63,3,715.21,1,At-Risk Customer
12493.0,166,2,433.74,1,At-Risk Customer
12494.0,16,9,1872.8700000000001,1,At-Risk Customer
12495.0,641,1,357.4,0,Lost Customer
12496.0,620,2,54.09,0,Lost Customer
12497.0,82,3,6248.5,1,At-Risk Customer
12498.0,21,3,403.70000000000005,1,At-Risk Customer
12499.0,560,1,393.72,0,Lost Customer
12500.0,23,19,5955.21,1,At-Risk Customer
12501.0,337,1,2169.39,0,Lost Customer
12502.0,96,5,3723.87,1,At-Risk Customer
12503.0,584,1,1126.0,0,Lost Customer
12504.0,18,4,779.05,1,At-Risk Customer
12505.0,409,1,955.2,0,Lost Customer
12506.0,233,1,73.5,1,At-Risk Customer
12507.0,134,4,1844.06,1,At-Risk Customer
12508.0,26,2,398.27,1,At-Risk Customer
12509.0,284,1,176.5,0,Lost Customer
12510.0,143,9,5178.02,1,At-Risk Customer
12511.0,429,1,3084.02,0,Lost Customer
12512.0,66,2,138.03,1,At-Risk Customer
12513.0,113,1,612.29,1,At-Risk Customer
12514.0,267,2,1597.76,0,Lost Customer
12515.0,353,1,383.7,0,Lost Customer
12516.0,78,4,2648.62,1,At-Risk Customer
12517.0,28,5,2502.84,1,At-Risk Customer
12518.0,1,5,2056.89,1,At-Risk Customer
12519.0,64,2,726.54,1,At-Risk Customer
12520.0,79,5,2634.26,1,At-Risk Customer
12521.0,143,1,599.68,1,At-Risk Customer
12522.0,39,2,192.72,1,At-Risk Customer
12523.0,19,23,4372.15,1,At-Risk Customer
12524.0,9,17,11126.11,1,At-Risk Customer
12525.0,498,3,973.73,0,Lost Customer
12526.0,1,3,1316.66,1,At-Risk Customer
12527.0,82,5,735.51,1,At-Risk Customer
12528.0,9,6,1933.48,1,At-Risk Customer
12529.0,528,1,316.48,0,Lost Customer
12530.0,60,9,3759.26,1,At-Risk Customer
12531.0,15,2,1933.2,1,At-Risk Customer
12532.0,30,1,349.83000000000004,1,At-Risk Customer
12533.0,628,2,1367.89,0,Lost Customer
12534.0,131,1,1089.18,1,At-Risk Customer
12535.0,92,2,716.35,1,At-Risk Customer
12536.0,43,3,12601.830000000002,1,At-Risk Customer
12537.0,409,1,732.94,0,Lost Customer
12538.0,29,2,640.45,1,At-Risk Customer
12539.0,22,7,11214.75,1,At-Risk Customer
12540.0,20,33,22254.49,1,At-Risk Customer
12541.0,30,3,981.18,1,At-Risk Customer
12542.0,484,2,481.88,0,Lost Customer
12543.0,448,1,980.25,0,Lost Customer
12544.0,36,1,372.7,1,At-Risk Customer
12545.0,75,2,1000.39,1,At-Risk Customer
12546.0,47,2,1161.5,1,At-Risk Customer
12547.0,198,3,383.58,1,At-Risk Customer
12548.0,166,1,95.19999999999999,1,At-Risk Customer
12549.0,576,6,1575.68,0,Lost Customer
12550.0,79,1,964.83,1,At-Risk Customer
12551.0,358,1,168.0,0,Lost Customer
12552.0,39,2,437.82,1,At-Risk Customer
12553.0,8,12,4608.75,1,At-Risk Customer
12554.0,449,1,468.5,0,Lost Customer
12555.0,682,1,129.23,0,Lost Customer
12556.0,50,2,603.71,1,At-Risk Customer
12557.0,16,8,18716.14,1,At-Risk Customer
12558.0,8,1,269.96,1,At-Risk Customer
12559.0,311,2,561.71,0,Lost Customer
12560.0,5,3,2134.01,1,At-Risk Customer
12561.0,303,1,238.85,0,Lost Customer
12562.0,8,9,4966.92,1,At-Risk Customer
12563.0,409,1,249.24,0,Lost Customer
12564.0,261,1,456.9,0,Lost Customer
12565.0,289,1,145.92,0,Lost Customer
12566.0,86,1,351.65,1,At-Risk Customer
12567.0,23,15,13709.86,1,At-Risk Customer
12568.0,645,1,70.0,0,Lost Customer
12569.0,2,32,4124.69,1,At-Risk Customer
12570.0,682,1,77.52,0,Lost Customer
12571.0,40,2,519.61,1,At-Risk Customer
12572.0,9,2,1020.42,1,At-Risk Customer
12573.0,227,5,717.41,1,At-Risk Customer
12574.0,316,1,218.45,0,Lost Customer
12575.0,457,2,622.8199999999999,0,Lost Customer
12576.0,36,8,2142.72,1,At-Risk Customer
12577.0,35,8,1653.75,1,At-Risk Customer
12578.0,21,4,4642.45,1,At-Risk Customer
12579.0,78,1,440.42,1,At-Risk Customer
12580.0,247,2,1052.9,1,At-Risk Customer
12581.0,40,1,197.71,1,At-Risk Customer
12582.0,239,4,1980.4,1,At-Risk Customer
12583.0,3,27,14447.44,1,At-Risk Customer
12584.0,4,9,2338.15,1,At-Risk Customer
12585.0,234,2,2040.1,1,At-Risk Customer
12586.0,17,4,2062.67,1,At-Risk Customer
12587.0,8,1,144.0,1,At-Risk Customer
12588.0,39,4,958.78,1,At-Risk Customer
12589.0,29,8,4695.66,1,At-Risk Customer
12590.0,211,2,9864.26,1,At-Risk Customer
12591.0,317,3,1352.15,0,Lost Customer
12592.0,92,5,2582.66,1,At-Risk Customer
12593.0,109,3,418.09999999999997,1,At-Risk Customer
12594.0,38,15,5090.110000000001,1,At-Risk Customer
12595.0,505,1,299.02,0,Lost Customer
12596.0,51,2,618.27,1,At-Risk Customer
12597.0,19,4,3811.22,1,At-Risk Customer
12598.0,10,11,4534.09,1,At-Risk Customer
12599.0,29,13,2296.72,1,At-Risk Customer
12600.0,29,21,5043.92,1,At-Risk Customer
12601.0,190,6,681.26,1,At-Risk Customer
12602.0,59,1,153.12,1,At-Risk Customer
12603.0,22,1,739.1999999999999,1,At-Risk Customer
12604.0,79,2,254.18,1,At-Risk Customer
12605.0,376,4,1232.95,0,Lost Customer
12606.0,682,1,21.0,0,Lost Customer
12607.0,60,1,1579.51,1,At-Risk Customer
12608.0,405,1,415.79,0,Lost Customer
12609.0,78,9,3435.86,1,At-Risk Customer
12610.0,23,5,2099.54,1,At-Risk Customer
12611.0,52,1,1193.32,1,At-Risk Customer
12612.0,74,1,704.0400000000001,1,At-Risk Customer
12613.0,57,10,6835.07,1,At-Risk Customer
12614.0,278,1,315.6,0,Lost Customer
12615.0,2,8,5740.98,1,At-Risk Customer
12616.0,95,3,1131.1,1,At-Risk Customer
12617.0,29,1,355.53,1,At-Risk Customer
12618.0,22,1,177.31,1,At-Risk Customer
12619.0,16,10,3781.38,1,At-Risk Customer
12620.0,15,3,1339.41,1,At-Risk Customer
12621.0,2,35,24775.81,1,At-Risk Customer
12622.0,232,1,180.1,1,At-Risk Customer
12623.0,276,7,3747.84,0,Lost Customer
12624.0,106,2,641.13,1,At-Risk Customer
12625.0,212,4,5164.88,1,At-Risk Customer
12626.0,23,9,6620.48,1,At-Risk Customer
12627.0,11,7,4478.53,1,At-Risk Customer
12628.0,4,3,786.46,1,At-Risk Customer
12629.0,386,2,1558.22,0,Lost Customer
12630.0,10,2,1270.88,1,At-Risk Customer
12631.0,57,6,3481.57,1,At-Risk Customer
12632.0,521,2,804.88,0,Lost Customer
12633.0,59,7,5678.16,1,At-Risk Customer
12634.0,536,2,490.0,0,Lost Customer
12635.0,90,4,2930.41,1,At-Risk Customer
12636.0,739,1,141.0,0,Lost Customer
12637.0,67,12,8340.31,1,At-Risk Customer
12638.0,33,2,921.49,1,At-Risk Customer
12639.0,239,3,1312.37,1,At-Risk Customer
12640.0,24,3,1174.58,1,At-Risk Customer
12641.0,115,1,185.9,1,At-Risk Customer
12642.0,25,3,1013.26,1,At-Risk Customer
12643.0,128,12,8350.42,1,At-Risk Customer
12644.0,130,4,1918.49,1,At-Risk Customer
12645.0,34,8,3539.3,1,At-Risk Customer
12646.0,5,2,1346.97,1,At-Risk Customer
12647.0,22,36,17924.35,1,At-Risk Customer
12648.0,155,4,1112.0,1,At-Risk Customer
12649.0,107,8,2294.65,1,At-Risk Customer
12650.0,3,1,314.44,1,At-Risk Customer
12651.0,335,4,377.75,0,Lost Customer
12652.0,331,2,1017.03,0,Lost Customer
12653.0,149,3,4160.83,1,At-Risk Customer
12654.0,11,5,601.98,1,At-Risk Customer
12655.0,424,1,261.35,0,Lost Customer
12656.0,17,8,6407.83,1,At-Risk Customer
12657.0,11,4,1643.18,1,At-Risk Customer
12658.0,19,1,686.05,1,At-Risk Customer
12659.0,30,1,91.68,1,At-Risk Customer
12660.0,11,1,245.1,1,At-Risk Customer
12661.0,436,1,162.0,0,Lost Customer
12662.0,1,20,6988.02,1,At-Risk Customer
12663.0,625,2,239.4,0,Lost Customer
12664.0,8,11,6070.04,1,At-Risk Customer
12665.0,325,3,313.6,0,Lost Customer
12666.0,394,1,1248.42,0,Lost Customer
12667.0,58,1,620.13,1,At-Risk Customer
12668.0,12,10,11444.68,1,At-Risk Customer
12669.0,151,3,2744.0299999999997,1,At-Risk Customer
12670.0,10,7,3760.29,1,At-Risk Customer
12671.0,606,1,2622.481,0,Lost Customer
12672.0,330,2,437.05,0,Lost Customer
12673.0,5,3,1230.02,1,At-Risk Customer
12674.0,39,4,1970.6,1,At-Risk Customer
12675.0,554,2,958.5,0,Lost Customer
12676.0,25,11,2843.09,1,At-Risk Customer
12677.0,555,2,395.1,0,Lost Customer
12678.0,42,21,34281.18,1,At-Risk Customer
12679.0,59,4,1113.02,1,At-Risk Customer
12680.0,1,4,880.81,1,At-Risk Customer
12681.0,15,45,30868.28,1,At-Risk Customer
12682.0,4,52,24033.91,1,At-Risk Customer
12683.0,4,21,12696.78,1,At-Risk Customer
12684.0,8,7,2283.63,1,At-Risk Customer
12685.0,28,6,2863.08,1,At-Risk Customer
12686.0,372,1,178.28,0,Lost Customer
12687.0,481,2,2138.91,0,Lost Customer
12688.0,114,1,4873.8099999999995,1,At-Risk Customer
12689.0,26,2,1247.61,1,At-Risk Customer
12690.0,206,1,389.01,1,At-Risk Customer
12691.0,28,7,1170.4,1,At-Risk Customer
12692.0,637,1,110.95,0,Lost Customer
12693.0,127,7,1703.02,1,At-Risk Customer
12694.0,70,3,1843.35,1,At-Risk Customer
12695.0,7,7,1407.1200000000001,1,At-Risk Customer
12696.0,435,2,851.91,0,Lost Customer
12697.0,29,3,957.59,1,At-Risk Customer
12698.0,590,1,339.75,0,Lost Customer
12699.0,418,1,638.11,0,Lost Customer
12700.0,8,4,4939.99,1,At-Risk Customer
12701.0,80,6,2446.41,1,At-Risk Customer
12702.0,20,1,219.0,1,At-Risk Customer
12703.0,71,4,1006.53,1,At-Risk Customer
12704.0,7,8,2340.84,1,At-Risk Customer
12705.0,15,14,11762.1,1,At-Risk Customer
12707.0,292,1,603.42,0,Lost Customer
12708.0,30,18,5314.1,1,At-Risk Customer
12709.0,15,34,31093.34,1,At-Risk Customer
12710.0,97,3,1149.02,1,At-Risk Customer
12711.0,612,2,1339.05,0,Lost Customer
12712.0,29,21,7193.66,1,At-Risk Customer
12713.0,1,1,848.55,1,At-Risk Customer
12714.0,9,12,14093.71,1,At-Risk Customer
12715.0,106,1,353.86,1,At-Risk Customer
12716.0,4,2,1053.49,1,At-Risk Customer
12717.0,151,3,1308.91,1,At-Risk Customer
12718.0,71,1,238.25,1,At-Risk Customer
12719.0,5,2,644.95,1,At-Risk Customer
12720.0,3,30,8260.67,1,At-Risk Customer
12721.0,32,8,4013.08,1,At-Risk Customer
12722.0,85,4,997.63,1,At-Risk Customer
12723.0,4,5,725.07,1,At-Risk Customer
12724.0,5,7,2317.52,1,At-Risk Customer
12725.0,371,4,2694.56,0,Lost Customer
12726.0,28,11,4014.6,1,At-Risk Customer
12727.0,11,10,5679.53,1,At-Risk Customer
12728.0,71,5,1070.17,1,At-Risk Customer
12729.0,114,1,453.01,1,At-Risk Customer
12730.0,522,1,829.25,0,Lost Customer
12731.0,24,17,25775.71,1,At-Risk Customer
12732.0,180,1,236.26000000000002,1,At-Risk Customer
12733.0,234,4,2424.87,1,At-Risk Customer
12734.0,353,3,639.65,0,Lost Customer
12735.0,315,2,779.5699999999999,0,Lost Customer
12736.0,333,1,234.0,0,Lost Customer
12737.0,499,2,3710.5,0,Lost Customer
12738.0,372,1,310.7,0,Lost Customer
12739.0,78,4,2726.73,1,At-Risk Customer
12740.0,64,1,427.6,1,At-Risk Customer
12741.0,529,2,406.07,0,Lost Customer
12742.0,626,1,1201.52,0,Lost Customer
12743.0,134,2,546.43,1,At-Risk Customer
12744.0,52,11,25317.06,1,At-Risk Customer
12745.0,487,3,925.41,0,Lost Customer
12746.0,541,1,254.55,0,Lost Customer
12747.0,2,26,9276.539999999999,1,At-Risk Customer
12748.0,1,336,56599.39,2,Loyal Customer
12749.0,4,9,6897.36,1,At-Risk Customer
12750.0,129,1,275.88,1,At-Risk Customer
12751.0,445,1,268.27,0,Lost Customer
12752.0,81,1,4366.78,1,At-Risk Customer
12753.0,23,6,21429.39,1,At-Risk Customer
12754.0,236,3,3010.74,1,At-Risk Customer
12755.0,281,11,9030.66,1,At-Risk Customer
12756.0,87,1,112.07999999999998,1,At-Risk Customer
12757.0,16,13,7857.1,1,At-Risk Customer
12758.0,117,7,9903.24,1,At-Risk Customer
12759.0,52,8,5020.74,1,At-Risk Customer
12760.0,456,1,347.8,0,Lost Customer
12761.0,458,2,782.95,0,Lost Customer
12762.0,8,2,1898.52,1,At-Risk Customer
12763.0,138,2,814.16,1,At-Risk Customer
12764.0,317,1,1693.88,0,Lost Customer
12765.0,472,6,1404.58,0,Lost Customer
12766.0,4,9,10068.28,1,At-Risk Customer
12767.0,376,1,949.82,0,Lost Customer
12768.0,451,1,168.69000000000003,0,Lost Customer
12769.0,239,1,1143.6,1,At-Risk Customer
12770.0,211,2,3246.45,1,At-Risk Customer
12771.0,486,1,282.3,0,Lost Customer
12772.0,60,1,892.47,1,At-Risk Customer
12773.0,564,1,124.25,0,Lost Customer
12774.0,536,1,98.7,0,Lost Customer
12775.0,17,7,1686.12,1,At-Risk Customer
12776.0,668,1,55.5,0,Lost Customer
12777.0,458,1,519.45,0,Lost Customer
12778.0,20,9,1775.68,1,At-Risk Customer
12779.0,38,14,6722.2699999999995,1,At-Risk Customer
12780.0,599,1,337.4,0,Lost Customer
12781.0,64,2,826.74,1,At-Risk Customer
12782.0,5,11,4618.24,1,At-Risk Customer
12783.0,2,6,2225.91,1,At-Risk Customer
12784.0,9,3,1804.75,1,At-Risk Customer
12785.0,364,3,1100.4,0,Lost Customer
12786.0,610,1,728.5,0,Lost Customer
12787.0,10,4,862.18,1,At-Risk Customer
12788.0,463,4,444.9,0,Lost Customer
12789.0,65,3,273.35,1,At-Risk Customer
12790.0,192,2,591.85,1,At-Risk Customer
12791.0,374,6,1056.1100000000001,0,Lost Customer
12792.0,257,2,827.01,0,Lost Customer
12793.0,335,3,1017.33,0,Lost Customer
12794.0,53,2,860.41,1,At-Risk Customer
12795.0,19,1,430.48,1,At-Risk Customer
12796.0,628,1,381.0,0,Lost Customer
12797.0,366,2,806.11,0,Lost Customer
12798.0,10,4,8510.93,1,At-Risk Customer
12799.0,529,1,219.35,0,Lost Customer
12800.0,470,3,584.25,0,Lost Customer
12801.0,501,1,1071.82,0,Lost Customer
12802.0,187,7,2416.42,1,At-Risk Customer
12803.0,393,1,1092.81,0,Lost Customer
12804.0,466,2,327.02,0,Lost Customer
12805.0,382,4,1434.95,0,Lost Customer
12806.0,435,4,2878.96,0,Lost Customer
12807.0,383,1,330.35,0,Lost Customer
12808.0,37,5,906.1,1,At-Risk Customer
12809.0,178,3,1755.94,1,At-Risk Customer
12810.0,535,2,534.99,0,Lost Customer
12811.0,261,5,1033.9,1,At-Risk Customer
12812.0,45,1,229.64000000000001,1,At-Risk Customer
12813.0,502,3,1687.8,0,Lost Customer
12814.0,102,1,125.92,1,At-Risk Customer
12815.0,148,2,1063.46,1,At-Risk Customer
12816.0,96,2,572.2,1,At-Risk Customer
12817.0,281,3,690.98,0,Lost Customer
12818.0,262,1,1542.08,0,Lost Customer
12819.0,458,1,540.52,0,Lost Customer
12820.0,3,11,2689.52,1,At-Risk Customer
12821.0,214,2,220.8,1,At-Risk Customer
12822.0,71,2,948.88,1,At-Risk Customer
12823.0,75,18,6501.5,1,At-Risk Customer
12824.0,60,1,397.12,1,At-Risk Customer
12825.0,521,2,518.63,0,Lost Customer
12826.0,3,12,2955.75,1,At-Risk Customer
12827.0,6,3,430.15000000000003,1,At-Risk Customer
12828.0,3,6,1018.71,1,At-Risk Customer
12829.0,337,3,385.3,0,Lost Customer
12830.0,38,6,6814.64,1,At-Risk Customer
12831.0,262,3,451.11,0,Lost Customer
12832.0,32,2,383.03,1,At-Risk Customer
12833.0,145,1,417.38,1,At-Risk Customer
12834.0,283,1,312.38,0,Lost Customer
12835.0,428,41,6043.31,0,Lost Customer
12836.0,59,15,6585.62,1,At-Risk Customer
12837.0,173,2,688.41,1,At-Risk Customer
12838.0,34,10,3398.48,1,At-Risk Customer
12839.0,3,26,10071.73,1,At-Risk Customer
12840.0,144,7,4041.97,1,At-Risk Customer
12841.0,5,40,7540.68,1,At-Risk Customer
12842.0,70,4,1917.99,1,At-Risk Customer
12843.0,66,30,6588.41,1,At-Risk Customer
12844.0,29,4,648.6,1,At-Risk Customer
12845.0,267,4,354.09,0,Lost Customer
12846.0,682,1,15.58,0,Lost Customer
12847.0,22,2,1636.8999999999999,1,At-Risk Customer
12848.0,676,1,208.0,0,Lost Customer
12849.0,31,6,3090.56,1,At-Risk Customer
12850.0,446,1,330.0,0,Lost Customer
12851.0,97,2,284.13,1,At-Risk Customer
12852.0,295,1,311.55,0,Lost Customer
12853.0,135,11,3907.5,1,At-Risk Customer
12854.0,79,7,2994.02,1,At-Risk Customer
12855.0,373,4,650.9399999999999,0,Lost Customer
12856.0,8,6,2179.93,1,At-Risk Customer
12857.0,211,6,3688.0,1,At-Risk Customer
12858.0,383,1,177.92,0,Lost Customer
12859.0,459,1,575.1,0,Lost Customer
12860.0,693,1,55.47,0,Lost Customer
12861.0,620,1,68.25,0,Lost Customer
12862.0,426,2,1008.3199999999999,0,Lost Customer
12863.0,52,6,2792.5499999999997,1,At-Risk Customer
12864.0,138,2,299.57,1,At-Risk Customer
12865.0,26,4,3323.47,1,At-Risk Customer
12866.0,283,3,1227.35,0,Lost Customer
12867.0,26,13,7913.29,1,At-Risk Customer
12868.0,186,8,2247.06,1,At-Risk Customer
12869.0,682,1,337.66999999999996,0,Lost Customer
12870.0,375,3,1676.95,0,Lost Customer
12871.0,84,3,744.02,1,At-Risk Customer
12872.0,327,12,3685.4900000000002,0,Lost Customer
12873.0,282,3,2027.3,0,Lost Customer
12874.0,385,2,948.42,0,Lost Customer
12875.0,143,5,1356.99,1,At-Risk Customer
12876.0,58,4,4081.79,1,At-Risk Customer
12877.0,4,20,2955.17,1,At-Risk Customer
12878.0,236,2,854.99,1,At-Risk Customer
12879.0,45,3,573.22,1,At-Risk Customer
12880.0,382,2,640.13,0,Lost Customer
12881.0,276,1,298.0,0,Lost Customer
12882.0,9,2,1463.04,1,At-Risk Customer
12883.0,25,4,703.47,1,At-Risk Customer
12884.0,88,1,309.05,1,At-Risk Customer
12885.0,63,3,1175.22,1,At-Risk Customer
12886.0,68,2,1378.4,1,At-Risk Customer
12887.0,384,1,222.4,0,Lost Customer
12888.0,214,2,354.12,1,At-Risk Customer
12889.0,381,4,385.46000000000004,0,Lost Customer
12890.0,24,2,717.27,1,At-Risk Customer
12891.0,186,11,840.5,1,At-Risk Customer
12892.0,397,1,263.38,0,Lost Customer
12893.0,31,1,188.14,1,At-Risk Customer
12894.0,575,1,157.35,0,Lost Customer
12895.0,42,2,372.8,1,At-Risk Customer
12897.0,205,4,514.25,1,At-Risk Customer
12898.0,464,2,310.96000000000004,0,Lost Customer
12899.0,414,1,366.4,0,Lost Customer
12900.0,422,1,340.33,0,Lost Customer
12901.0,9,28,17654.54,1,At-Risk Customer
12902.0,265,1,138.68,0,Lost Customer
12903.0,429,1,833.53,0,Lost Customer
12904.0,18,2,509.58,1,At-Risk Customer
12905.0,577,2,1018.42,0,Lost Customer
12906.0,12,5,2919.81,1,At-Risk Customer
12907.0,396,2,508.91,0,Lost Customer
12908.0,176,5,1776.0,1,At-Risk Customer
12909.0,40,8,3103.19,1,At-Risk Customer
12910.0,23,13,5796.52,1,At-Risk Customer
12911.0,552,1,1680.47,0,Lost Customer
12912.0,3,5,1662.3,1,At-Risk Customer
12913.0,5,13,6700.860000000001,1,At-Risk Customer
12914.0,401,1,223.98,0,Lost Customer
12915.0,149,4,1174.75,1,At-Risk Customer
12916.0,139,7,4654.0199999999995,1,At-Risk Customer
12917.0,128,6,4359.2,1,At-Risk Customer
12918.0,626,1,10953.5,0,Lost Customer
12919.0,8,6,1335.19,1,At-Risk Customer
12920.0,17,4,488.09000000000003,1,At-Risk Customer
12921.0,9,74,35921.04,2,Loyal Customer
12922.0,161,1,405.38,1,At-Risk Customer
12923.0,64,3,789.87,1,At-Risk Customer
